list_name,name,label,dzongkhag,gewog
tshowog,D15G03T03 Gangkha Shelyuel,T03 Gangkha Shelyuel,D15,D15G03
tshowog,D15G03T04 Dokharchhu Rimtekha,T04 Dokharchhu Rimtekha,D15,D15G03
tshowog,D15G03T05 Lang Nyelsa,T05 Lang Nyelsa,D15,D15G03
tshowog,D15G03T06 Bunakha,T06 Bunakha,D15,D15G03
tshowog,D15G04T01 Tagp Thang Boog,T01 Tagp Thang Boog,D15,D15G04
tshowog,D15G04T02 Nyimgang,T02 Nyimgang,D15,D15G04
tshowog,D15G04T03 Gengu Yagang,T03 Gengu Yagang,D15,D15G04
tshowog,D15G04T04 Samarchen Sinchula,T04 Samarchen Sinchula,D15,D15G04
tshowog,D15G04T05 Gamanang Kalzangri,T05 Gamanang Kalzangri,D15,D15G04
tshowog,D15G04T06 Sharphug,T06 Sharphug,D15,D15G04
tshowog,D15G05T01 Babana Papaling,T01 Babana Papaling,D15,D15G05
tshowog,D15G05T02 Chhulakha Mangdokha,T02 Chhulakha Mangdokha,D15,D15G05
tshowog,D15G05T03 Doongna Pagsel Lhakha,T03 Doongna Pagsel Lhakha,D15,D15G05
tshowog,D15G05T04 Drukdingsa Khori,T04 Drukdingsa Khori,D15,D15G05
tshowog,D15G05T05 Damchekha Uezhi,T05 Damchekha Uezhi,D15,D15G05
tshowog,D15G06T01 Gelingkha Tsanglina,T01 Gelingkha Tsanglina,D15,D15G06
tshowog,D15G06T02 Dagpa Sorchhen,T02 Dagpa Sorchhen,D15,D15G06
tshowog,D15G06T03 Geling Geygoen,T03 Geling Geygoen,D15,D15G06
tshowog,D15G06T04 Kamji Nayekha,T04 Kamji Nayekha,D15,D15G06
tshowog,D15G06T05 Dilibkha Lamjokha,T05 Dilibkha Lamjokha,D15,D15G06
tshowog,D15G07T01 Darga Tshebji,T01 Darga Tshebji,D15,D15G07
tshowog,D15G07T02 Tashigang,T02 Tashigang,D15,D15G07
tshowog,D15G07T03 Janamo Phootsha,T03 Janamo Phootsha,D15,D15G07
tshowog,D15G07T04 Bachhu Getana,T04 Bachhu Getana,D15,D15G07
tshowog,D15G07T05 Chiyuel Getag,T05 Chiyuel Getag,D15,D15G07
tshowog,D15G08T01 Chagdokha Damchekha,T01 Chagdokha Damchekha,D15,D15G08
tshowog,D15G08T02 Dolepchen Biagchhu,T02 Dolepchen Biagchhu,D15,D15G08
tshowog,D15G08T03 Aamleg Dofam,T03 Aamleg Dofam,D15,D15G08
tshowog,D15G08T04 Dzedokha,T04 Dzedokha,D15,D15G08
tshowog,D15G08T05 Mongna Lhasarp,T05 Mongna Lhasarp,D15,D15G08
tshowog,D15G09T01 Pangu,T01 Pangu,D15,D15G09
tshowog,D15G09T02 Jozhingkha Maedtab Toed,T02 Jozhingkha Maedtab Toed,D15,D15G09
tshowog,D15G09T03 Maedtab Maed,T03 Maedtab Maed,D15,D15G09
tshowog,D15G09T04 Uekha,T04 Uekha,D15,D15G09
tshowog,D15G09T05 Gumina Tenchhukha,T05 Gumina Tenchhukha,D15,D15G09
tshowog,D15G10T01 Lingdaen,T01 Lingdaen,D15,D15G10
tshowog,D15G10T02 Pachhu,T02 Pachhu,D15,D15G10
tshowog,D15G10T03 Dophugchen Wangduegatshel,T03 Dophugchen Wangduegatshel,D15,D15G10
tshowog,D15G10T04 Deling Marpji,T04 Deling Marpji,D15,D15G10
tshowog,D15G10T05 Choggeykha Dophulakha,T05 Choggeykha Dophulakha,D15,D15G10
tshowog,D15G11T01 Pekarling Rigzinglng,T01 Pekarling Rigzinglng,D15,D15G11
tshowog,D15G11T02 Sengyagang Tshochhoongna,T02 Sengyagang Tshochhoongna,D15,D15G11
tshowog,D15G11T03 Khenpaithang Soramthang,T03 Khenpaithang Soramthang,D15,D15G11
tshowog,D15G11T04 Gorgboogang Pangna,T04 Gorgboogang Pangna,D15,D15G11
tshowog,D15G11T05 Pedtshelnang,T05 Pedtshelnang,D15,D15G11
